"id","precio"
615,79
616,79
617,79
618,79
619,79
620,79
621,79
622,79
623,79
624,79
625,79
626,79
627,79
628,79
629,79
630,79
631,79
632,79
633,79
634,79
635,79
636,79
637,79
638,79
639,79
640,79
641,79
642,79
643,79
644,79
645,79
646,79
647,79
648,79
649,79
650,79
651,79
652,79
653,79
654,79
655,79
656,79
657,79
658,79
659,79
660,79
661,79
662,79
663,79
664,79
665,79
666,79
667,79
668,79
669,79
670,79
671,79
672,79
673,79
674,79
675,79
676,79
677,79
678,91
679,91
680,91
681,91
682,91
683,91
684,91
685,91
686,91
687,91
688,91
689,91
690,91
691,91
692,91
693,91
694,91
695,91
696,91
697,91
698,91
699,91
700,91
701,91
702,91
703,91
704,91
705,91
706,91
707,91
708,91
709,91
710,91
711,91
712,91
713,91
714,91
715,91
716,91
717,91
718,91
719,91
720,91
721,91
722,91
723,91
724,91
725,91
726,91
727,91
728,91
729,91
730,91
731,91
732,91
733,91
734,91
735,91
736,91
737,91
738,91
739,91
740,91
741,91
742,91
743,91
744,91
745,91
746,91
747,91
748,91
749,91
750,91
751,91
752,91
753,91
754,91
755,91
756,91
757,91
758,91
759,91
760,91
761,91
762,91
763,91
764,91
765,91
766,91
767,91
768,91
769,91
770,91
771,91
772,91
773,91
774,91
775,91
776,91
777,91
778,91
779,91
780,91
781,91
782,91
783,91
784,91
785,91
786,91
787,91
788,91
789,91
790,91
791,91
792,91
793,91
794,91
795,91
796,91
797,91
798,91
799,91
800,91
801,91
802,91
803,91
804,91
805,91
806,91
807,91
808,91
809,91
810,91
811,91
812,91
813,91
814,91
815,91
816,91
817,91
818,91
819,91
820,91
821,91
822,91
823,91
824,91
825,91
826,91
827,91
828,111
829,111
830,111
831,111
832,111
833,111
834,111
835,111
836,111
837,111
838,111
839,111
840,111
841,111
842,111
843,111
844,111
845,111
846,111
847,111
848,111
849,111
850,111
851,111
852,111
853,111
854,111
855,111
856,111
857,111
858,111
859,111
860,111
861,111
862,111
863,111
864,111
865,111
866,111
867,111
868,111
869,111
870,111
871,111
872,111
873,111
874,111
875,111
876,111
877,111
878,111
879,111
880,111
881,111
882,111
883,111
884,111
885,111
886,111
887,111
888,111
889,111
890,111
891,111
892,111
893,111
894,111
895,111
896,111
897,111
898,111
899,111
900,111
901,111
902,111
903,111
904,111
905,111
906,111
907,111
908,111
909,111
910,111
911,111
912,111
913,111
914,111
915,111
916,111
917,111
918,111
919,111
920,111
921,111
922,111
923,111
924,111
925,111
926,111
927,111
928,111
929,111
930,111
931,111
932,111
933,111
934,111
935,111
936,111
937,111
938,111
939,111
940,111
941,111
942,111
943,111
944,111
945,111
946,111
947,111
948,111
949,111
950,111
951,111
952,111
953,111
954,111
955,111
956,111
957,111
958,111
959,111
960,111
961,111
962,111
963,111
964,111
965,111
966,111
967,111
968,111
969,111
970,111
971,111
972,111
973,111
974,111
975,111
976,111
977,111
978,111
979,111
980,111
981,111
982,111
983,111
984,111
985,111
986,111
987,111
988,111
989,111
990,111
991,111
992,111
993,111
994,111
995,111
996,111
997,111
998,111
999,111
1000,111
1001,111
1002,111
1003,111
1004,112
1005,112
1006,112
1007,112
1008,112
1009,112
1010,112
1011,112
1012,112
1013,112
1014,112
1015,112
1016,112
1017,112
1018,112
1019,112
1020,112
1021,112
1022,112
1023,112
1024,112
1025,112
1026,112
1027,112
1028,112
1029,112
1030,112
1031,112
1032,112
1033,112
1034,112
1035,112
1036,112
1037,112
1038,112
1039,112
1040,112
1041,112
1042,112
1043,112
1044,112
1045,112
1046,112
1047,112
1048,112
1049,112
1050,112
1051,112
1052,112
1053,112
1054,112
1055,112
1056,112
1057,112
1058,112
1059,112
1060,112
1061,112
1062,112
1063,112
1064,112
1065,112
1066,112
1067,112
1068,112
1069,112
1070,112
1071,112
1072,112
1073,112
1074,112
1075,112
1076,112
1077,112
1078,112
1079,112
1080,112
1081,112
1082,112
1083,112
1084,112
1085,112
1086,112
1087,112
1088,112
1089,112
1090,112
1091,112
1092,112
1093,112
1094,112
1095,112
1096,112
1097,112
1098,112
1099,112
1100,112
1101,112
1102,112
1103,112
1104,112
1105,112
1106,112
1107,112
1108,112
1109,112
1110,112
1111,112
1112,112
1113,112
1114,112
1115,112
1116,112
1117,112
1118,112
1119,112
1120,112
1121,112
1122,112
1123,112
1124,112
1125,112
1126,112
1127,112
1128,112
1129,112
1130,112
1131,112
1132,112
1133,112
1134,112
1135,112
1136,112
1137,112
1138,112
1139,112
1140,112
1141,112
1142,112
1143,112
1144,112
1145,112
1146,112
1147,112
1148,112
1149,112
1150,112
1151,112
1152,112
1153,112
1154,112
1155,113
1156,113
1157,113
1158,113
1159,113
1160,113
1161,113
1162,113
1163,113
1164,113
1165,113
1166,113
1167,113
1168,113
1169,113
1170,113
1171,113
1172,113
1173,113
1174,113
1175,113
1176,113
1177,113
1178,113
1179,113
1180,113
1181,113
1182,113
1183,113
1184,113
1185,113
1186,113
1187,113
1188,113
1189,113
1190,113
1191,113
1192,113
1193,113
1194,113
1195,113
1196,113
1197,113
1198,113
1199,113
1200,113
1201,113
1202,113
1203,113
1204,113
1205,113
1206,113
1207,113
1208,113
1209,113
1210,113
1211,113
1212,113
1213,113
1214,113
1215,113
1216,113
1217,113
1218,113
1219,113
1220,113
1221,113
1222,113
1223,113
1224,113
1225,113
1226,113
1227,113
1228,113
1229,113
1230,113
1231,113
1232,113
1233,113
1234,113
1235,113
1236,113
1237,113
1238,113
1239,113
1240,113
1241,113
1242,113
1243,113
1244,113
1245,113
1246,113
1247,113
1248,113
1249,113
1250,113
1251,113
1252,113
1253,113
1254,113
1255,113
1256,113
1257,113
1258,113
1259,113
1260,113
1261,113
1262,113
1263,113
1264,113
1265,113
1266,113
1267,113
1268,113
1269,113
1270,113
1271,113
1272,113
1273,113
1274,113
1275,113
1276,113
1277,113
1278,113
1279,113
1280,113
1281,113
1282,113
1283,113
1284,113
1285,113
1286,113
1287,113
1288,113
1289,113
1290,113
1291,113
1292,113
1293,113
1294,113
1295,113
1296,113
1297,113
1298,113
1299,113
1300,113
1301,113
1302,113
1303,113
1304,113
1305,113
1306,113
1307,113
1308,113
1309,113
1310,113
1311,113
1312,113
1313,113
1314,113
1315,113
1316,113
1317,113
1318,113
1319,113
1320,113
1321,113
1322,113
1323,113
1324,113
1325,113
1326,113
1327,113
1328,113
1329,113
1330,113
1331,113
1332,113
1333,113
1334,113
1335,113
1336,114
1337,114
1338,114
1339,114
1340,114
1341,114
1342,114
1343,114
1344,114
1345,114
1346,114
1347,114
1348,114
1349,114
1350,114
1351,114
1352,114
1353,114
1354,114
1355,114
1356,114
1357,114
1358,114
1359,114
1360,114
1361,114
1362,114
1363,114
1364,114
1365,114
1366,114
1367,114
1368,114
1369,114
1370,114
1371,114
1372,114
1373,114
1374,114
1375,114
1376,114
1377,114
1378,114
1379,114
1380,114
1381,114
1382,114
1383,114
1384,114
1385,114
1386,114
1387,114
1388,114
1389,114
1390,114
1391,114
1392,114
1393,114
1394,114
1395,114
1396,114
1397,114
1398,114
1399,114
1400,114
1401,114
1402,114
1403,114
1404,114
1405,114
1406,114
1407,114
1408,114
1409,114
1410,114
1411,114
1412,114
1413,114
1414,114
1415,114
1416,114
1417,114
1418,114
1419,114
1420,114
1421,114
1422,114
1423,114
1424,114
1425,114
1426,114
1427,114
1428,114
1429,114
1430,114
1431,114
1432,114
1433,114
1434,114
1435,114
1436,114
1437,114
1438,114
1439,114
1440,114
1441,114
1442,114
1443,114
1444,114
1445,114
1446,114
1447,114
1448,114
1449,114
1450,114
1451,114
1452,114
1453,114
1454,114
1455,114
1456,114
1457,114
1458,114
1459,114
1460,114
1461,114
1462,114
1463,114
1464,114
1465,114
1466,114
1467,114
1468,114
1469,114
1470,114
1471,114
1472,114
1473,114
1474,114
1475,114
1476,114
1477,114
1478,114
1479,114
1480,114
1481,114
1482,114
1483,114
1484,114
1485,114
1486,114
1487,114
1488,114
1489,114
1490,114
1491,114
1492,114
1493,114
1494,114
1495,114
1496,114
1497,114
1498,114
1499,114
1500,114
1501,114
1502,114
1503,123
1504,123
1505,123
1506,123
1507,123
1508,123
1509,123
1510,123
1511,123
1512,123
1513,123
1514,123
1515,123
1516,123
1517,123
1518,123
1519,123
1520,123
1521,123
1522,123
1523,123
1524,123
1525,123
1526,123
1527,123
1528,123
1529,123
1530,123
1531,123
1532,123
1533,123
1534,123
1535,123
1536,123
1537,123
1538,123
1539,123
1540,123
1541,123
1542,123
1543,123
1544,123
1545,123
1546,123
1547,123
1548,123
1549,123
1550,123
1551,123
1552,123
1553,123
1554,123
1555,123
1556,123
1557,123
1558,123
1559,123
1560,123
1561,123
1562,123
1563,123
1564,123
1565,123
1566,123
1567,123
1568,123
1569,123
1570,123
1571,123
1572,123
1573,123
1574,123
1575,123
1576,123
1577,123
1578,123
1579,123
1580,123
1581,123
1582,123
1583,123
1584,123
1585,123
1586,123
1587,123
1588,123
1589,123
1590,123
1591,123
1592,123
1593,123
1594,123
1595,123
1596,123
1597,123
1598,123
1599,123
1600,123
1601,123
1602,123
1603,123
1604,123
1605,123
1606,123
1607,123
1608,123
1609,123
1610,123
1611,123
1612,123
1613,123
1614,123
1615,123
1616,123
1617,123
1618,123
1619,123
1620,123
1621,123
1622,123
1623,123
1624,123
1625,123
1626,123
1627,123
1628,123
1629,123
1630,123
1631,123
1632,123
1633,123
1634,123
1635,123
1636,123
1637,123
1638,123
1639,123
1640,123
1641,123
1642,123
1643,123
1644,123
1645,123
1646,123
1647,123
1648,123
1649,123
1650,123
1651,123
1652,123
1653,123
1654,123
1655,123
1656,123
1657,123
1658,123
1659,123
1660,123
1661,123
1662,123
1663,123
1664,123
1665,123
1666,123
1667,123
1668,123
1669,123
1670,123
1671,123
1672,123
1673,123
1674,123
1675,123
1676,123
1677,123
1678,123
1679,123
1680,123
1681,123
1682,123
1683,123
1684,123
1685,123
1686,123
1687,123
1688,123
1689,123
1690,123
1691,123
1692,123
1693,123
1694,123
1695,123
1696,123
1697,123
1698,123
1699,123
1700,123
1701,123
1702,123
1703,123
1704,123
1705,123
1706,123
1707,123
1708,123
1709,123
1710,123
1711,123
1712,123
1713,123
1714,123
1715,123
1716,123
1717,123
1718,123
1719,123
1720,123
1721,123
1722,123
1723,123
1724,123
1725,123
1726,123
1727,123
1728,123
1729,123
1730,123
1731,123
1732,123
1733,123
1734,123
1735,123
1736,123
1737,123
1738,123
1739,123
1740,123
1741,123
1742,123
1743,123
1744,123
1745,123
1746,123
1747,123
1748,123
1749,123
1750,123
1751,123
1752,123
1753,123
1754,123
1755,123
1756,123
1757,123
1758,123
1759,123
1760,123
1761,123
1762,123
1763,123
1764,123
1765,123
1766,123
1767,123
1768,123
1769,123
1770,123
1771,123
1772,123
1773,123
1774,123
1775,123
1776,123
1777,123
1778,123
1779,123
1780,123
1781,123
1782,123
1783,123
1784,123
1785,123
1786,123
1787,123
1788,123
1789,123
1790,123
1791,123
1792,123
1793,123
1794,123
1795,123
1796,123
1797,123
1798,123
1799,123
1800,123
1801,123
1802,123
1803,123
1804,123
1805,123
1806,123
1807,123
1808,123
1809,123
1810,123
1811,123
1812,123
1813,123
1814,123
1815,135
1816,135
1817,135
1818,135
1819,135
1820,135
1821,135
1822,135
1823,135
1824,135
1825,135
1826,135
1827,135
1828,135
1829,135
1830,135
1831,135
1832,135
1833,135
1834,135
1835,135
1836,135
1837,135
1838,135
1839,135
1840,135
1841,135
1842,135
1843,135
1844,135
1845,135
1846,135
1847,135
1848,135
1849,135
1850,135
1851,135
1852,135
1853,135
1854,135
1855,135
1856,135
1857,135
1858,135
1859,135
1860,135
1861,135
1862,135
1863,135
1864,135
1865,135
1866,135
1867,135
1868,135
1869,135
1870,135
1871,135
1872,135
1873,135
1874,135
1875,135
1876,135
1877,135
1878,135
1879,135
1880,135
1881,135
1882,135
1883,135
1884,135
1885,135
1886,135
1887,135
1888,135
1889,135
1890,135
1891,135
1892,135
1893,135
1894,135
1895,135
1896,135
1897,135
1898,135
1899,135
1900,135
1901,135
1902,135
1903,135
1904,135
1905,135
1906,135
1907,135
1908,135
1909,135
1910,135
1911,135
1912,135
1913,135
1914,135
1915,135
1916,135
1917,135
1918,135
1919,135
1920,135
1921,135
1922,135
1923,135
1924,135
1925,135
1926,135
1927,135
1928,135
1929,135
1930,135
1931,135
1932,135
1933,135
1934,135
1935,135
1936,135
1937,135
1938,135
1939,135
1940,135
1941,135
1942,135
1943,135
1944,135
1945,135
1946,135
1947,135
1948,135
1949,135
1950,135
1951,135
1952,135
1953,135
1954,135
1955,135
1956,135
1957,135
1958,135
1959,135
1960,135
1961,135
1962,135
1963,135
1964,135
1965,135
1966,135
1967,135
1968,135
1969,135
1970,135
1971,135
1972,135
1973,135
1974,135
1975,135
1976,135
1977,135
1978,135
1979,135
1980,135
1981,135
1982,135
1983,135
1984,135
1985,135
1986,135
1987,135
1988,135
1989,135
1990,135
1991,135
1992,135
1993,135
1994,135
1995,135
1996,135
1997,135
1998,135
1999,135
2000,135
2001,135
2002,135
2003,135
2004,135
2005,135
2006,135
2007,135
2008,135
2009,135
2010,135
2011,135
2012,135
2013,137
2014,137
2015,137
2016,137
2017,137
2018,137
2019,137
2020,137
2021,137
2022,137
2023,137
2024,137
2025,137
2026,137
2027,137
2028,137
2029,137
2030,137
2031,137
2032,137
2033,137
2034,137
2035,137
2036,137
2037,137
2038,137
2039,137
2040,137
2041,137
2042,137
2043,137
2044,137
2045,137
2046,137
2047,137
2048,137
2049,137
2050,137
2051,137
2052,137
2053,137
2054,137
2055,137
2056,137
2057,137
2058,137
2059,137
2060,137
2061,137
2062,137
2063,137
2064,137
2065,137
2066,137
2067,137
2068,137
2069,137
2070,137
2071,137
2072,137
2073,137
2074,137
2075,137
2076,137
2077,137
2078,137
2079,137
2080,137
2081,137
2082,137
2083,137
2084,137
2085,137
2086,137
2087,137
2088,137
2089,137
2090,137
2091,137
2092,137
2093,137
2094,137
2095,137
2096,137
2097,137
2098,137
2099,137
2100,137
2101,137
2102,137
2103,137
2104,137
2105,137
2106,137
2107,137
2108,137
2109,137
2110,137
2111,137
2112,137
2113,137
2114,137
2115,137
2116,137
2117,137
2118,137
2119,137
2120,137
2121,137
2122,137
2123,137
2124,137
2125,137
2126,137
2127,137
2128,137
2129,137
2130,137
2131,137
2132,137
2133,137
2134,137
2135,137
2136,137
2137,137
2138,137
2139,137
2140,137
2141,137
2142,137
2143,137
2144,137
2145,137
2146,137
2147,137
2148,137
2149,137
2150,137
2151,137
2152,137
2153,137
2154,137
2155,137
2156,137
2157,137
2158,137
2159,137
2160,137
2161,137
2162,137
2163,137
2164,137
2165,137
2166,137
2167,137
2168,152
2169,152
2170,152
2171,152
2172,152
2173,152
2174,152
2175,152
2176,152
2177,152
2178,152
2179,152
2180,152
2181,152
2182,152
2183,152
2184,152
2185,152
2186,152
2187,152
2188,152
2189,152
2190,152
2191,152
2192,152
2193,152
2194,152
2195,152
2196,152
2197,152
2198,152
2199,152
2200,152
2201,152
2202,152
2203,152
2204,152
2205,152
2206,152
2207,152
2208,152
2209,152
2210,152
2211,152
2212,152
2213,152
2214,152
2215,152
2216,152
2217,152
2218,152
2219,152
2220,152
2221,152
2222,152
2223,152
2224,152
2225,152
2226,152
2227,152
2228,152
2229,152
2230,152
2231,152
2232,152
2233,152
2234,152
2235,152
2236,152
2237,152
2238,152
2239,152
2240,152
2241,152
2242,152
2243,152
2244,152
2245,152
2246,152
2247,152
2248,152
2249,152
2250,152
2251,152
2252,152
2253,152
2254,152
2255,152
2256,152
2257,152
2258,152
2259,152
2260,152
2261,152
2262,152
2263,152
2264,152
2265,152
2266,152
2267,152
2268,152
2269,152
2270,152
2271,152
2272,152
2273,152
2274,152
2275,152
2276,152
2277,152
2278,152
2279,152
2280,152
2281,152
2282,152
2283,152
2284,152
2285,152
2286,152
2287,152
2288,152
2289,152
2290,152
2291,152
2292,152
2293,152
2294,152
2295,152
2296,152
2297,152
2298,152
2299,152
2300,152
2301,152
2302,152
2303,152
2304,152
2305,152
2306,152
2307,152
2308,152
2309,152
2310,152
2311,156
2312,156
2313,156
2314,156
2315,156
2316,156
2317,156
2318,156
2319,156
2320,156
2321,156
2322,156
2323,156
2324,156
2325,156
2326,156
2327,156
2328,156
2329,156
2330,156
2331,156
2332,156
2333,156
2334,156
2335,156
2336,156
2337,156
2338,156
2339,156
2340,156
2341,156
2342,156
2343,156
2344,156
2345,156
2346,156
2347,156
2348,156
2349,156
2350,156
2351,156
2352,156
2353,156
2354,156
2355,156
2356,156
2357,156
2358,156
2359,156
2360,156
2361,156
2362,156
2363,156
2364,156
2365,156
2366,156
2367,156
2368,156
2369,156
2370,156
2371,156
2372,156
2373,156
2374,156
2375,156
2376,156
2377,156
2378,156
2379,156
2380,156
2381,156
2382,156
2383,156
2384,156
2385,156
2386,156
2387,156
2388,156
2389,156
2390,156
2391,156
2392,156
2393,156
2394,156
2395,156
2396,156
2397,156
2398,156
2399,156
2400,156
2401,156
2402,156
2403,156
2404,156
2405,156
2406,156
2407,156
2408,156
2409,156
2410,156
2411,156
2412,156
2413,156
2414,156
2415,156
2416,156
2417,156
2418,156
2419,156
2420,156
2421,156
2422,156
2423,156
2424,156
2425,156
2426,156
2427,156
2428,156
2429,156
2430,156
2431,156
2432,156
2433,156
2434,156
2435,156
2436,156
2437,156
2438,156
2439,156
2440,156
2441,156
2442,156
2443,156
2444,156
2445,156
2446,156
2447,156
2448,156
2449,156
2450,156
2451,156
2452,156
2453,156
2454,156
2455,156
2456,156
2457,156
2458,156
2459,156
2460,156
2461,156
2462,156
2463,156
2464,156
2465,156
2466,156
2467,156
2468,156
2469,156
2470,156
2471,156
2472,156
2473,156
2474,156
2475,156
2476,156
2477,156
2478,156
2479,156
2480,156
2481,156
2482,156
2483,156
2484,156
2485,156
2486,156
2487,156
2488,156
2489,156
2490,156
2491,156
2492,156
2493,156
2494,156
2495,156
2496,156
2497,156
2498,156
2499,156
2500,156
2501,156
2502,156
2503,156
2504,156
2505,156
2506,156
2507,156
2508,156
2509,156
2510,156
2511,156
2512,156
2513,156
2514,156
2515,156
2516,156
2517,156
2518,156
2519,156
2520,156
2521,156
2522,156
2523,156
2524,156
2525,156
2526,156
2527,156
2528,156
2529,156
2530,156
2531,156
2532,156
2533,156
2534,156
2535,156
2536,156
2537,156
2538,156
2539,156
2540,156
2541,156
2542,156
2543,156
2544,156
2545,156
2546,156
2547,156
2548,156
2549,156
2550,156
2551,156
2552,156
2553,156
2554,156
2555,156
2556,156
2557,156
2558,156
2559,156
2560,156
2561,156
2562,156
2563,156
2564,156
2565,156
2566,156
2567,156
2568,156
2569,156
2570,156
2571,156
2572,156
2573,156
2574,156
2575,156
2576,156
2577,156
2578,156
2579,156
2580,156
2581,156
2582,156
2583,156
2584,156
2585,156
2586,156
2587,156
2588,156
2589,156
2590,156
2591,156
2592,156
2593,156
2594,156
2595,156
2596,156
2597,156
2598,156
2599,156
2600,156
2601,156
2602,156
2603,156
2604,156
2605,156
2606,156
2607,156
2608,156
2609,156
2610,156
2611,156
2612,156
2613,156
2614,156
2615,156
2616,156
2617,156
2618,156
2619,156
2620,156
2621,156
2622,156
2623,156
2624,156
2625,156
2626,156
2627,156
2628,156
2629,156
2630,156
2631,156
2632,156
2633,156
2634,156
2635,156
2636,156
2637,156
2638,156
2639,156
2640,156
2641,156
2642,156
2643,156
2644,156
2645,156
2646,156
2647,178
2648,178
2649,178
2650,178
2651,178
2652,178
2653,178
2654,178
2655,178
2656,178
2657,178
2658,178
2659,178
2660,178
2661,178
2662,178
2663,178
2664,178
2665,178
2666,178
2667,178
2668,178
2669,178
2670,178
2671,178
2672,178
2673,178
2674,178
2675,178
2676,178
2677,178
2678,178
2679,178
2680,178
2681,178
2682,178
2683,178
2684,178
2685,178
2686,178
2687,178
2688,178
2689,178
2690,178
2691,178
2692,178
2693,178
2694,178
2695,178
2696,178
2697,178
2698,178
2699,178
2700,178
2701,178
2702,178
2703,178
2704,178
2705,178
2706,178
2707,178
2708,178
2709,178
2710,178
2711,178
2712,178
2713,178
2714,178
2715,178
2716,178
2717,178
2718,178
2719,178
2720,178
2721,178
2722,178
2723,178
2724,178
2725,178
2726,178
2727,178
2728,178
2729,178
2730,178
2731,178
2732,178
2733,178
2734,178
2735,178
2736,178
2737,178
2738,178
2739,178
2740,178
2741,178
2742,178
2743,178
2744,178
2745,178
2746,178
2747,178
2748,178
2749,178
2750,178
2751,178
2752,178
2753,178
2754,178
2755,178
2756,178
2757,178
2758,178
2759,178
2760,178
2761,178
2762,178
2763,178
2764,178
2765,178
2766,178
2767,178
2768,178
2769,178
2770,178
2771,178
2772,178
2773,178
2774,178
2775,178
2776,178
2777,178
2778,178
2779,178
2780,178
2781,178
2782,178
2783,178
2784,178
2785,178
2786,178
2787,178
2788,178
2789,178
2790,178
2791,178
2792,178
2793,178
2794,178
2795,178
2796,178
2797,178
2798,178
2799,178
2800,178
2801,178
2802,178
2803,178
2804,178
2805,178
2806,178
2807,178
2808,178
2809,178
2810,178
2811,178
2812,178
2813,178
2814,178
2815,178
2816,178
2817,178
2818,178
2819,178
2820,178
2821,178
2822,178
2823,178
2824,178
2825,178
2826,178
2827,178
2828,178
2829,178
2830,178
2831,178
2832,178
2833,178
2834,178
2835,178
2836,178
2837,178
2838,178
2839,178
2840,178
2841,178
2842,178
2843,178
2844,178
2845,178
2846,196
2847,196
2848,196
2849,196
2850,196
2851,196
2852,196
2853,196
2854,196
2855,196
2856,196
2857,196
2858,196
2859,196
2860,196
2861,196
2862,196
2863,196
2864,196
2865,196
2866,196
2867,196
2868,196
2869,196
2870,196
2871,196
2872,196
2873,196
2874,196
2875,196
2876,196
2877,196
2878,196
2879,196
2880,196
2881,196
2882,196
2883,196
2884,196
2885,196
2886,196
2887,196
2888,196
2889,196
2890,196
2891,196
2892,196
2893,196
2894,196
2895,196
2896,196
2897,196
2898,196
2899,196
2900,196
2901,196
2902,196
2903,196
2904,196
2905,196
2906,196
2907,196
2908,196
2909,196
2910,196
2911,196
2912,196
2913,196
2914,196
2915,196
2916,196
2917,196
2918,196
2919,196
2920,196
2921,196
2922,196
2923,196
2924,196
2925,196
2926,196
2927,196
2928,196
2929,196
2930,196
2931,196
2932,196
2933,196
2934,196
2935,196
2936,196
2937,196
2938,196
2939,196
2940,196
2941,196
2942,196
2943,196
2944,196
2945,196
2946,196
2947,196
2948,196
2949,196
2950,196
2951,196
2952,196
2953,196
2954,196
2955,196
2956,196
2957,196
2958,196
2959,196
2960,196
2961,196
2962,196
2963,196
2964,196
2965,196
2966,196
2967,196
2968,196
2969,196
2970,196
2971,196
2972,196
2973,196
2974,196
2975,196
2976,196
2977,196
2978,196
2979,196
2980,196
2981,196
2982,196
2983,196
2984,196
2985,196
2986,196
2987,196
2988,196
2989,196
2990,196
2991,196
2992,196
2993,196
2994,199
2995,199
2996,199
2997,199
